ID,letter,phrase,type,meaning
11066,P,petardear,pop.,Engañar mentir.
11067,P,podrido en plata,pop.,Igual que Forrado en plata.
11068,P,punto neurálgico,pop.,"Parte de un asunto especialmente delicado, importante y difícil de tratar."
11069,P,pasarse de la raya,pop.,"Ir más allá de lo que corresponde, o está permitido."
11070,P,petardero/ra,pop.,"Mentiroso, engañador."
11071,P,podrido/da,pop.,"Aburrido, harto, hastiado descontento, contrariado, fastidiado, malhumorado persona vil persona de mal carácter."
11072,P,puntos de vista,pop.,Cada uno de los modos de considerar un asunto o cosa.
11073,P,pasarse de listo,pop.,Equivocarse.
11074,P,petardo,pop.,"Engaño, estafa (drog.) Cigarrillo grande de marihuana."
11075,P,podrir,pop.,"Producir fastidio, enojo, disgusto, molestias."
11076,P,pupa,mat. inf.,"Daño, dolor corporal."
11077,P,pasarse de revoluciones,pop.,"Excederse en una actividad o trabajo, más de lo requerido, o acostumbrado."
11078,P,pete,mat.inf.,Chupete caramelo con palito para chupar.
11079,P,pogru,lunf.,"Vesr. de Grupo embuste, mentira."
11080,P,pupila,pop.,Prostituta de un prostíbulo.
11081,P,pasarse de vivo,pop.,Comportarse procurando sacar ventajas de cualquier forma.
11082,P,petifurs,fr. Petit furs,Pequeñas masas.
11083,P,pointer,ingl.,"Perro de caza de pelo corto, orejas caídas y muy rápido."
11084,P,pupito,mat. inf.,Ombliguito (VB.).
11085,P,pasarse la pelota,pop.,Derivar de uno a otro una responsabilidad.
11086,P,petigrí,fr. petit gris,Tapado de piel de ardillas.
11087,P,polainas,pop.,"Contrariedades, inconveniente chasco fastidio."
11088,P,pupo,mat. inf.,Ombligo (TG.).
11089,P,pascualeti,pop.,Individuo tonto (LCV.). Igual que otario (LCV.).
11090,P,petimetre,fr. Petit maRre: Señorito,Joven que cuida de su compostura y de seguir las modas.
11091,P,poland,ingl.,"Raza porcina de EE.UU. de pelaje negro con manchas blancas en las extremidades de las patas, hocico y punta de la cola."
11092,P,pupu,quích.,Ombligo.
11093,P,pascualina,pop.,"Mujer sin viveza (LCV.), persona simple, necia, boba, falta de inteligencia, tonta colitis, diarrea deyección, excrementos, estiércol."
11094,P,petisa,delinc.,"Llave ganzúa para abrir cerraduras, es plana, corta y de dientes irregulares (pop.) tratamiento afectuoso a una mujer, aunque no sea de reducida estatura."
11095,P,polca,pop.,Baile de parejas europeo que se popularizó en nuestro país a mediados del siglo pasado. Subsiste en algunas partes del interior con variantes denominadas: la Polca de la silla; y la Polca del pavo. La polca correntina ha dado origen al Chamamé.
11096,P,pur la galerí,fr. Pour la gallerie,Por forma para los espectadores lo que se hace para engañar o halagar (LS.).
11097,P,pase,futb.,Transferencia de un jugador de un club a otro entrega de la pelota a otro jugador del mismo equipo.
11098,P,petisero,delinc.,Cerrajero ladrón que abre cerraduras utilizando la llave denominada Petisa (pop.) cuidador de petisos.
11099,P,polca del espiante,lunf.,Evasión.
11100,P,pura cáscara,pop.,"Persona fanfarrona, que actúa en forma opuesta entre lo que dice y lo que hace; alardeador."
11101,P,paseandero/ra,pop.,"Andariego, persona que pasea mucho y con frecuencia."
11102,P,petiso,pop.,Designación afectuosa a un hombre caballo de poca alzada.
11103,P,polecía,pop.,Policía.
11104,P,pura espuma,pop.,Igual que Pura cáscara.
11105,P,pasear,delinc.,"Antiguo procedimiento de hacer reconocer a detenidos con antecedentes, enviándolos a distintas dependencias policiales para que el personal de las mismas los observara y conociera llevar una persona a otro lugar para darle muerte."
11106,P,petit mal,fr.,Epilepsia.
11107,P,polen,lunf.,Judío; hebreo.
11108,P,pura espuma como el chajá,pop.,"Igual que Pura Cáscara. Alusión al que tiene labia y posturas, pero es de poco provecho lo que dice o hace (LS.)."
11109,P,pasero/ra,polic. y delinc.,"Persona que transporta en bote mercadería de contrabando en regiones fronterizas, de una a otra orilla de países distintos."
11110,P,petitero,pop.,"Petimetre, amanerado, joven elegante, afectado concurrente asiduo al desaparecido Petit Café sito en la avenida Santa Fe, próximo a avenida Callao, en su mayor parte domiciliados en el barrio Norte y pertenecientes a clases adineradas."
11111,P,polenta,lunf.,"Calidad excelente dinero objeto de oro lujo, esplendidez vigoroso, fuerza, energía, dinámico (ital.) Masa de harina de maíz hecha a la cacerola a fuego lento, con agua o caldo (LS.)."
11112,P,pura parada,pop.,Jactancia; fanfarronería falsa actitud apostura elegancia.
11113,P,paseyata,pop.,Paseo corto.
11114,P,petizo de los mandados,pop.,Persona que desempeña tareas variadas y de poca importancia caballo usado en la campaña para diligencias varias.
11115,P,polenta polenta,lunf.,Superl. de Polenta (primera acepción) mujer bonita automovil de alta potencia.
11116,P,pura pinta,pop.,"Falsa apariencia persona que impresiona como capaz en el primer momento, pero carece de condiciones para llevar a cabo algo."
11117,P,pashá,turc.,Igual que Pachá.
11118,P,petizo/za,pop.,Igual que Petiso/sa.
11119,P,polenteria,lunf.,Magnificencia cosa de oro o de muy buena calidad algo muy especial lujo.
11120,P,pura sangre,fr. Pur sang,Caballo de pura sangre de carrera.
11121,P,pasiandero/ra,pop.,Igual que Paseandero/ra (FJP.).
11122,P,petizón,pop.,Dajo (YAC.).
11123,P,poli,pop.,Apoc. de Policía gorro redondo sin visera de uso militar o carcelario.
11124,P,pura uva,pop.,Muy bueno.
11125,P,pasmado/da,pop.,Asombrado.
11126,P,petróleo,pop.,Vino o aguardiente de inferior calidad.
11127,P,policiano,pop.,Agente de Policía; vigilante (LS.); gendarme (LS.); polizonte (LS.).
11128,P,puré,pop.,"Exhausto, rendido, cansado."
11129,P,pasmar,pop.,"Asombrar, admirar."
11130,P,petrolero,pop.,Aficionado a las bebidas alcohólicas ordinarias.
11131,P,poliester,pop.,Compuesto químico de materia plástica.
11132,P,purga,pop.,"Depuración eliminación de personas indeseables, por motivos políticos u otros."
11133,P,pasmarse,pop.,"Asombrarse, admirarse."
11134,P,pevete,pop.,Igual que Pibe (LCV.).
11135,P,poligriyo,pop.,Pobre diablo vagabundo individuo de baja condición (G. y P.); pobre y despreciable.
11136,P,purgación,pop.,Enfermedad venérea; blenorragia (VB.)
11137,P,pasmo,pop.,Acción y efecto de Pasmar.
11138,P,peyiscar,pop.,Agarrar participar de una cosa recibir una comisión.
11139,P,polio,medic.,Apoc. de Poliomielitis.
11140,P,purgatorio,pop.,Lugar donde se sufre mucho.
11141,P,paspada,pop.,Epidermis agrietada por el frío.
11142,P,peyisco,pop.,Acto y efecto de Peyiscar.
11143,P,polishar,lunf.,Igual que Apoliyar.
11144,P,puro biógrafo,pop.,Persona ampulosa o teatral en su comportamiento.
11145,P,paspado/da,pop.,"Acobardado, atemorizado, intimidado escoriado, dañado."
11146,P,pez gordo,pop.,Persona de influencia o con poder de decisión responsable anónimo de una empresa.
11147,P,poliso colgante,lunf.,Hamaca (AD.).
11148,P,purretada,pop.,Grupo de niños; reunión de muchachos (LCV.) gran cantidad de cosas chiquillada.
11149,P,paspadura,pop.,"Cobardía, miedo, temor, susto agrietamiento de la piel por el frío."
11150,P,pezonera,pop.,"Mamadera, biberón aparato succionador para descargar de leche los pechos de una madre por exceso de ella en la lactancia (FJS.)."
11151,P,poliso/sa,lunf.,"Cama; catre, lecho (AD.)."
11152,P,purrete/ta,pop.,"Niño (LCV.), muchacho (LCV.), chiquillo."
11153,P,paspar,pop.,"Acobardar, asustar, atemorizar, infundir miedo, intimidar agrietar la piel."
11154,P,piachenón,pop.,"Hermosa mujer por extensión también un objeto, por su belleza o costo."
11155,P,polisón/na,lunf.,Dormilón.
11156,P,pusher,drog.,Traficante capitalista de drogas.
11157,P,pasparse,pop.,"Acobardarse, asustarse, atemorizarse, intimidarse escoriarse o agrietarse la piel por el frío."
11158,P,pial,rural,Lazo que se arroja a un animal vacuno o yeguarizo para inmovilizarlo de las patas delanteras derribándolo.
11159,P,polisuá,fr. Polissoir,Pulidor de uñas en forma de cepillo acolchado en el que se frota una pasta para dar brillo a las mismas.
11160,P,puta desorejada,pop.,Ramera insigne (VB.)
11161,P,paspartú,fr. Passe-partout,"Cartón para exhibir un diploma, dibujo o fotografía, a veces con abertura que lo enmarca."
11162,P,pialada,rural,Acción y efecto de pialar.
11163,P,politiquero,pop.,Charlatán embaucador mentiroso.
11164,P,putada,pop.,Acción malintencionada.
11165,P,passim,lat.,"Aquí, allí; en una, en otra parte, en lugar diversos."
11166,P,pialador,rural,El que piala (TC.).
11167,P,polizar,lunf.,Igual que Polishar; poltronear (JMD.).
11168,P,putana,ital. puttánea,Prostituta.
11169,P,pasta,drog,"Cocaína semielaborada, previa a su expendio, marihuana (pop.) índole, condición o talento de una persona dinero (BRA.), fortuna, riqueza."
11170,P,pialar,rural,"Acto de enlazar un vacuno o yeguarizo de sus patas delanteras, para derribarlo"
11171,P,poll tax,ingl.,"Impuesto de capitación o electoral inspirado por la primera ministra Margaret Tachter en Inglaterra en marzo de 1990, aplicable a cada uno de los habitantes individualmente considerados per cápita."
11172,P,putañear,pop.,Frecuentar prostitutas.
11173,P,pastafrola,ital. pastafrolla,Pastaflora majadero; papanatas.
11174,P,pianero,mus.,Pianista que ejecuta levantando las manos más de lo acostumbrado.
11175,P,polla,jgo.,"Apuesta clandestina sobre un resultado deportivo, formando un fondo entre varios, que se entrega al ganador (turf.) carrera en la que intervienen dos o mas caballos."
11176,P,putañero,pop.,Individuo afecto a frecuentar prostitutas.
11177,P,pastashuta,ital. pastasciuta,"Fideos a la italiana, hervidos y condimentados con aceite, manteca, salsa de tomate o pesto."
11178,P,pianisimo,ital. Pianissimo,Ejecución musical suave y apenas audible.
11179,P,polled shortorn,ingl.,"Raza bovina mocha, desarrollada en EE.UU."
11180,P,putaparió,pop.,Pimiento o ají muy pequeño pero sumamente picante.
11181,P,pastel,pop.,"Confusión, enredo, error estafa, defraudación resultado perjudicial de lo que se ha efectuado (LCV.), mal procedimiento (LCV.) echar a Perder algo (LCV.) declarar sin habilidad y comprometer la situación (REV.P.) convenio secreto excrementos (VB.)."
11182,P,pianito,polic. y delinc.,"Planchuela de sacar impresiones digitales que previamente se entinta, aplicando a ella los dedos."
11183,P,pollera,pop.,Falda de mujer; saya (LS.).
11184,P,puteada,pop.,"Reniego (LS.); excecración (LS.), interjección grosera (LS.); insulto, injuria con el empleo del vocablo puta; imprecación (VB.)."
11185,P,pastelera,pop.,"Bacín (VB.), orinal (VB.), bacinilla."
11186,P,piano,delinc.,"Pequeña tabla de poco más de un centímetro de espesor, forrada de chapa de zinc, en la que con un rodillo de goma se aplica la tinta sobre la que se hace apoyar los dedos a las personas cuyas impresiones deben ser registradas madero de unos quince centímetros de largo, con cinco acanaladuras (una para cada dedo) sobre el que se coloca la ficha para registrar las impresiones digitales de una persona, aplicando los dedos de la misma uno a uno (pop.) máquina de escribir (Rev. Polic.)."
11187,P,pollerudo,pop.,Hombre falto de caracter sometido a una mujer chismoso afeminado mujeriego sacerdote con sotana.
11188,P,puteador/ra,pop.,El que acostumbra a echar reniegos y malas palabras (LS.).
11189,P,pastelería,pop.,Igual que Pastelera.
11190,P,piano piano,ital.,"Muy lentamente, despacio"
11191,P,pollito/ta,pop.,"Jovencito, joven (VB.), muchacho joven."
11192,P,putear,pop.,"Blasfemar, renegar, injuriar o insultar con el empleo de la palabra puta frecuentar un hombre los prostíbulos dedicarse una mujer a la prostitución."
11193,P,pastelero,pop.,"Igual que Pastelera, escupidera (LCV.) persona enredadora."
11194,P,"piantá, piojito, que te cacha el peine",lunf.,"Expresión de un delincuente otro, avisándole que se aproxima la Policía."
11195,P,pollo,pop.,"Gargajo (LS.), flema de la garganta (LS.), escupitajo, salivazo (LCV.)."
11196,P,puter,ingl. Putter,Determinado palo de Golf jugador de golf que utiliza y se destaca en el empleo de ese palo.
11197,P,pastenaca,lunf.,"Bobo, estúpido, necio, tonto (drog.) persona que se droga con pastillas o comprimidos."
11198,P,piantadino/na,pop.,Persona medio loca dimin. de piantado persona que se evade fuga físicamente y también de situaciones.
11199,P,pollo/lla,pop.,"Apadrinado, protegido joven atildado mujer joven y graciosa."
11200,P,puterío,pop.,Conjunto de prostitutas lugar de reunión de las mismas.
11201,P,pastero,drog.,Igual que Pastenaca (segunda acepción).
11202,P,piantado/da,lunf.,"Afer. de Espiantado/da; demente, enloquecido fugado, huido echado, despedido."
11203,P,polo/la,pop.,"Hipoc. de Apolinario/a, Hipólito/ta, y Policarpio/pia."
11204,P,putilla,pop.,Prostituta.
11205,P,pastiche,funf.,Igual que Pasticho.
11206,P,piantadura,lunf.,"Afer. de Espiantadura; locura, demencia expulsión despido fuga."
11207,P,polvadera,pop.,Metat. por Polvareda.
11208,P,puto,pop.,Pederasta pasivo masculino (VB.).
11209,P,pasticho,lunf.,"Enredo, embrollo, desorden confusión de cosas o Ideas."
11210,P,piantao,lunf.,Igual que Piantado.
11211,P,polvazo,pop.,Cópula; coito.
11212,P,putón/na,pop.,Supefl. de Puto/ta.
11213,P,pastilla,delinc.,Sustancia que usan los scruchantes y punguistas de madrugada para sacar el molde o impresión de las llaves. La matería generalmente empleada es la cera virgen (AD.) (drog.) Droga toxicomanígena en forma de pastilla o píldora.
11214,P,piantar,lunf.,"Afer. de Espiantar; escapar, huir, irse huir, ir, robar, sacar echar a una persona, expulsarla,. despedirla enloquecer."
11215,P,polvo,pop.,Coito; eyaculación (drog.) cocaína.
11216,P,putt,ingI.,"Golpe suave a la pelota en el golf, para dirigirla al hoyo."
11217,P,pastillero/ra,drog,"Drogadicto que ingiere drogas en forma de pastillas, comprimidos o píldoras vendedor de drogas de esas características."
11218,P,piantarse,lunf.,"Afer. de Espiantarse; escaparse (YAC.), huir enloquecerse, volverse loco."
11219,P,polvorosa,pop.,"Fuga, huída, escape, disparada."
11220,P,putting,ingt.,"Golpear la pelota de golf con el palo de juego, para dirigirla hacia el hoyo."
11221,P,pastillita,drog.,"Comprimido, píldora o pastilla con droga."
11222,P,piante,lunf.,Afer. de Espiante. Acción y efecto de Piantar.
11223,P,polvos de la madre celestina,pop.,Supuesta magia para hacer una cosa que normalmente no puede lograrse.
11224,P,puzzle,ingl.,"Embrollo, acertijo, problema de difícil solución juego de rompecabezas consistente en recomponer una figura combinando trozos de madera o cartón, regulares o no, cada uno de los cuales forma parte de un dibujo o grabado."
11225,P,pastillómano/na,drog.,Igual que Pastillero/ra (primera acepción).
11226,P,piayentín,pop.,Igual que Piachentín italiano (YAC.).
11227,Q,¡qué bárbaro!,pop.,"Exclamación de asombro, admiración, extrañeza."
11228,Q,quedar de cama,pop.,"Quedar agotado, cansado o extenuado, por un trabajo o esfuerzo realizado."
11229,Q,quedarse quieto,pop.,Morirse.
11230,Q,quid pro quo,lat.,Una cosa por otra.
11231,Q,quedar de una pieza,pop.,Quedar abochornado.
11232,Q,quedarse seco,jgo. y pop.,Perder todo el dinero en el juego.
11233,Q,quidam,lat.,Alguno persona indeterminada persona sin importancia.
11234,Q,¡que quilo!,,"Alusión apreciativa a cosas de muy buena calidad, o referida a una mujer hermosa."
11235,Q,quedar en la calle,pop.,Quedar desprotegido perder todo lo que se posee.
11236,Q,quedarse viendo visiones,pop.,Maravillarse.
11237,Q,"quien a hierro mata, a hierro muere",pop.,Alusión a que se suele sufrir los mismos daños que se causan a otros.
11238,Q,¡que talco!,pop.,"¡Que tal!, expresión de saludo."
11239,Q,quedar en la palmera,pop.,Estar sin dinero.
11240,Q,quedo,jgo.,Ardit en el juego de billar dejando deliberadamente las bolas en posición difícil para el adversario (pop.) sin dinero (BRA).
11241,Q,quién te ha vistoy quién te vé!,pop.,Alusión a quien siendo de humilde origen se ha encumbrado y actúa en forma altanera comparación de una persona respecto de su posición actual y la anterior que tenía.
11242,Q,¡que te den morcilla,pop.,Expresión de desprecio hacia otro.
11243,Q,quedar en orsái,pop.,"Estar en situación difícil quedar fuera de acción, descolocado, mal parado."
11244,Q,quejarse de vicio,pop.,Quejarse por motivos de poca importacia.
11245,Q,quilete,pop.,"Menor (REV. P.), muchacho (REV. P.)."
11246,Q,¿qué dirán?,pop.,Alusión a los comentarios y chismes de vecindad sobre una persona o familia hablillas que se temen (LS.).
11247,Q,quedar en veremos,pop.,Quedar pendiente una cosa o asunto (FJS.).
11248,Q,quema,pop.,Zona donde se queman las basuras gran vaciadero de residuos en la periferia de la ciudad (jgo.) golpe de una bolita contra otras.
11249,Q,quillango,pamp. Iquille,Antigua manta de cueros de guanacos que los indios pampas usaban como capa sobre el cuerpo manta de trozos de pieles cosidas para usar como sobrecama para abrigo; manta de pieles para alfombra (LS.).
11250,Q,¿qué onda tirás?,juv.,¿Cómo estás?
11251,Q,quedar hecho,pop.,Haber ganado en un Juego generalmente de naipes estar ebrio.
11252,Q,quemado/da,pop.,Persona desprestigiada persona que queda descubierta en una situación (delinc.) Malviviente conocido por sus malos antecedentes; muy buscado por la Policía asesinado.
11253,Q,quillete,pop.,Muchacho (AD.).
11254,Q,¿que saltas?,juv.,Expresión que se dirige a quién se da por aludido.
11255,Q,quedar hecho barrilete,pop.,"Quedar destruído, deteriorado, cansado."
11256,Q,quemar,pop.,"Hacer perder autoridad o prestigio a una persona denigrar a otro desacreditar malbaratar, malvender echar a perder un negocio arruinar algo (delinc.) herir con arma de fuego matar, asesinar con disparos (drog.) fumar marihuana."
11257,Q,quilo,pop.,"Apoc. de Quilombo y de Kilogramo (LS.) prostíbulo (VB.) persona o cosa de muy buena calidad, perfección o belleza."
11258,Q,¿qui lo sá?,ital. ¿Chi lo sa?,¿Quien lo sabe?
11259,Q,quedar hecho bolsa,pop.,"Quedar maltratado o abatido, tanto espiritual como físicamente."
11260,Q,quemar a balazos,pop.,Disparar repetidamente un arma de fuego contra otro.
11261,Q,quilombear,pop.,"Alborotar, escandalizar confundir unas cosas con otras, desordenar; enredar frecuentar prostíbulos (TG.), visitar burdeles (VB.)."
11262,Q,¿quién es quién?,pop.,"Diccionario de personas conocidas, con mención de sus actividades."
11263,Q,quedar hecho bosta,pop.,Igual que Quedar hecho bolsa.
11264,Q,quemar el último cartucho,pop.,"Emplear el último recurso de que se dispone, en una emergencia."
11265,Q,quilombero/ra,pop.,Persona alborotadora; enredadora; escandalosa individuo que frecuenta quilombos (TG.) administrador o encargado de prostíbulo pupila de un quilombo (ERDELV.).
11266,Q,¿quién le dio vela en este entierro?,pop.,"¿Quién le dió participación?. Alusión a la presencia en un lugar de una persona sin derecho a estar en él, o sin ser invitado."
11267,Q,quedar hecho mierda,pop.,Igual que Quedar hecho bolsa.
11268,Q,quemar las naves,pop.,Tomar una decisión extrema.
11269,Q,quilombificar,pop.,"Trastocar (G. y P.) complicar, igual que Quilombear."
11270,Q,¿quién lo va a tragar?,pop.,Difícil de creer.
11271,Q,quedar lo más pancho,pop.,Permanecer indiferente en una situación no inmutarse.
11272,Q,quemarse,pop.,Quedar en descubierto en una situación.
11273,Q,quilombo,pop.,"Burdel (LS.), mancebía (LS.), prostíbulo desorden, escándalo mezcla o confusión de cosas, enredo dificultades o problemas familiares o comerciales."
11274,Q,¿quién me quita lo bailado?,pop.,Expresión que alude a que se ha disfrutado de la vida o de una situación.
11275,Q,quedar más blanco que ratón de panadería,pop.,Asustarse.
11276,Q,quemarse las cejas,pop.,Igual que Quemarse los ojos
11277,Q,quilombo chino,pop.,"Desorden, confusión o escándalo máximo."
11278,Q,quaquer,ingl. Quaker Oats,Avena preparada para su consumo en sopas y alimentos (por la marca de gran difusión de la firma que la elabora).
11279,Q,quedar molido,pop.,Igual que Quedar de cama.
11280,Q,quemarse las pestañas,pop.,Igual que Quemarse los ojos.
11281,Q,quimbos,pop.,Postre de yemas de huevos batidos con azúcar y moldeados y horneados testículos.
11282,Q,quasar,contracción del latín Quasi: casi y del inglés Star: estrella,"Cuerpo celeste con aspecto de estrella, radiofuente de gran potencia."
11283,Q,quedar pagando,pop.,"Quedar en situación desairada, sin respuesta o debiendo una explicación."
11284,Q,quemarse los ojos,pop.,"Estudiar mucho, especialmente de noche."
11285,Q,quimono,jáp. Kimono,Bata larga de mangas anchas de uso masculino o femenino en la casa.
11286,Q,quatrochi,pop.,Igual que Cuatro ojos.
11287,Q,quedar para semilla,pop.,Tener excesiva supervivencia (FJS.).
11288,Q,quemársele los papeles,pop.,"Quedarse sin medios, recursos o conocimientos."
11289,Q,quincenarios,polic.,Antigua denominación que se daba a los contraventores a los que la Policía aplicaba quince días de arresto.
11290,Q,que lo pan... con queso,pop.,Eufem. por Que lo parió.
11291,Q,quedar piolín,pop.,Perder todo el dinero en el juego (de piolín vesr. irreg. de limpio).
11292,Q,quemazón,pop.,Liquidación o venta de libros o mercaderías a bajo precio.
11293,Q,quincha,quich.,"Enrejado de cañas (LS.) pared de cañas y barro trama de troncos con que se afianza una construcción de pajas, varas, totora, cañas, etc. o se emplea en los techos de los ranchos."
11294,Q,que no se diga,pop.,Expresión de reproche.
11295,Q,quedar tecleando,pop.,"Quedar en mala situación, comprometido, inseguro."
11296,Q,quemero/ra,pop.,Buscador de residuos; trabajador en la quema de basuras habitante de las proximidades de quemas (delínc.) Reducidor de objetos robados.
11297,Q,quincho,pop.,Construcción realizada con armazón de troncos y techo de paja destinada en especial para comer asados.
11298,Q,qué quiere que le diga,pop.,Tal es mi sentir; aunque parezca extraño (LS.).
11299,Q,quedarse a la luna de valencia,pop.,Esperar inútilmente quedarse sin entender nada.
11300,Q,quemo,pop.,Persona que actúa en forma ridícula o usa ropas de ese tipo (juv.) persona que avergüenza o deja mal al que acompaña.
11301,Q,quinero,pop.,Reojo.
11302,Q,"que si patatín, que si patatán",pop.,"Alusión a las personas que con argucias o disculpas no quieren entrar en razones palabrerío, argumentos opuestos."
11303,Q,quedarse bizco,pop.,"Quedar maravillado, asombrado."
11304,Q,quena,quich.,"Especie de flauta de hueso (LS.) flauta de caña, muy lúgubre y expresiva (LS.)."
11305,Q,quini 6,jgo.,"Lotería de Santa Fe que se juega en dicha provincia y a la que están adheridas un total de 15 provincias. El apostador juega a 6 números del 1 al 36, debiendo para ganar el primer premio acertar los mismos. En Capital Federal existe un juego similar -con ligeras variantes- que se denomina Loto, (ver) que se juega desde el 22 de septiembre de 1990."
11306,Q,que te garúe finito,pop.,Expresión de buen deseo al despedirse dos personas.
11307,Q,quedarse chanta,pop.,"Quedarse sin respuesta, quieto, atónito, estupefacto no hacer nada."
11308,Q,quequero/ra,pop.,Individuo que concurre frecuentemente a los prostíbulos (LCV.) administradora o regente de un prostibulo prostituta.
11309,Q,quiniela,jgo.,Juego de azar a las tres últimas cifras de los primeros premios de la Lotería. Antes clandestino fue oficializado en el año 1974.
11310,Q,que te parodi,pop.,Que te parece.
11311,Q,quedarse chato,pop.,Avergonzarse enmudecer claudicar.
11312,Q,querencia,pop.,Lugar o sitio donde uno vive sitio al que se vuelve o añora.
11313,Q,quinielero/ra,pop.,Capitalista u organizador de quinielas clandestinas persona que recibe las apuestas de quinielas o las pasa al capitalista.
11314,Q,que vachaché,pop.,Que vas a hacer Expresión de conformidad.
11315,Q,quedarse con el santo y la limosna,pop.,Quedarse con una cosa para sí con los beneficios o utilidades que produzca (FJS.).
11316,Q,querendón/na,pop.,Persona muy cariñosa y demostrativa de ello tenorio persona fácil de enamorarse o de aficionarse a otra (LS.).
11317,Q,quinielero/ra (2),jgo.,"Pasador o banquero del juego de la Quiniela que actúan en forma clandestina, al margen de la quiniela oficial autorizada; capitalista o pasador de apuestas de quiniela clandestina."
11318,Q,quebracho,pop.,Vino tinto ordinario.
11319,Q,quedarse con las ganas,pop.,Resignarse a no conseguir algo (FJS.).
11320,Q,querer cagar más arriba que el agujero,pop.,Pretender algo imposible (VB.).
11321,Q,quinini,pop.,Yerba mate
11322,Q,quebrada,mus.,"Figura en el baile del tango y de la milonga, flexionando la pierna."
11323,Q,quedarse corto,pop.,No exagerar nada en lo dicho pedir menos que lo que se podía obtener no alcanzar lo que se intentaba.
11324,Q,querer guerra,pop.,Buscar o entrar en relaciones amorosas.
11325,Q,quino/na,pop.,Hipoc. de Joaquín/na.
11326,Q,quebradeño/ña,pop.,Habitante de las quebradas del N.O. argentino.
11327,Q,quedarse de a pie,pop.,Perder una situación no participar de un beneficio.
11328,Q,querer lolas,pop.,Igual que Querer guerra buscar problemas o disgustos.
11329,Q,quinotos,pop.,Igual que Kinotos.
11330,Q,quebrado/da,pop.,Herniado.
11331,Q,quedarse de araca,pop.,No alcanzar lo que se deseaba.
11332,Q,querida,carc.,La ex-Penitenciaria Nacional de Las Heras y Coronel Díaz (REV. P.) que ha sido demolida.
11333,Q,quinta,delinc.,"Carcel, penitenciaría"
11334,Q,quebrantado,pop.,Maltrecho.
11335,Q,quedarse de una pieza,pop.,"Anonadarse, consternarse, quedar perplejo."
11336,Q,querido/da,pop.,"Hombre respecto de una mujer y viceversa, que mantienen relaciones amorosas ilícitas expresión cariñosa o afectuosa."
11337,Q,quinta del ñato,pop.,Cementerio.
11338,Q,quebranto,pop.,"Afliccíón, dolor, pena."
11339,Q,quedarse en camisa,pop.,Perder todo lo que se poseía.
11340,Q,quermese,pop.,Igual que Kermesse.
11341,Q,quintos infiernos,pop.,Lugar muy remoto.
11342,Q,quebrar el gualicho,pop.,Quebrar un hechizo.
11343,Q,quedarse en cueros,pop.,Igual que Quedarse en camisa.
11344,Q,querosén,pop.,Bebida alcohólica de mala calidad; alcohol o cualquier otra bebida (REV. P.)
11345,Q,quiosco,pop.,Igual que Kiosco.
11346,Q,quebrar la mala racha,pop.,Poner fin a la mala suerte.
11347,Q,quedarse en el molde,pop.,"No inmutarse, permanecer impasible, quieto no intervenir en una situación en la que se podía hacerlo."
11348,Q,querusa,lunf.,Persona carente de importancia alguna.
11349,Q,quipos,quich.,"Cuerdas de colores con nudos que usaban los indios del Perú, a falta de escritura y para hacer cuentas."
11350,Q,quebrarse,pop.,Fracturarse (JG.) herniarse.
11351,Q,quedarse en los huesos,pop.,Estar muy flaco o débil.
11352,Q,queseras,pop.,"Calcetines, medias (LCV.)."
11353,Q,quique,pop.,Hipoc. de Enrique.
11354,Q,queca,pop.,Hipoc. de Angélica.
11355,Q,quedarse frío,pop.,Sorprenderse de ver u oír lo que no se esperaba (TG.)
11356,Q,quesista,pop.,"Funcionario, empleado público, burócrata."
11357,Q,quirquinchar,pop.,Recorrer el campo en busca de quirquinchos
11358,Q,queco,lunf.,Prostíbulo (LCV.); burdel (VB.).
11359,Q,quedarse frito,pop.,Dormirse.
11360,Q,queso,pop.,"Ansiedad o deseo sexual algo que es bueno o hermoso (LCV.) mujer de cuerpo hermoso cascarria en los pies pie (G. y P.) media (G. y P.) provecho, beneficio, prebenda."
11361,Q,quirquincho,quich.,Especie de armadillo de cuya caparazón se confeccionan charangos.
11362,Q,quedar a la altura de un poroto,pop.,"Quedar derrotado, humillado, imposibilitado de defenderse."
11363,Q,quedarse haciéndose cruces,pop.,"Asustarse, pasmarse."
11364,Q,queso de chancho,pop.,Embutido de carne de cerdo picada.
11365,Q,quisling,apellido,"Traidor colaboracionista en Noruega, de los nazis, durante la segunda guerra mundial."
11366,Q,quedar a mano,pop.,Estar a la par; sin deuda.
11367,Q,quedarse limpio,pop.,Quedarse sin dinero.
11368,Q,quesos,pop.,"Pies (LCV.), particularmente si están sucios (TG.)."
11369,Q,quitar,futb.,Quitar la pelota a un jugador adversario.
11370,Q,quedar afeitado y sin visita,pop.,"Fallar la concurrencia de una persona o visita esperada haber resultado inútiles los preparativos para recibir a alguien, por haber faltado a la invitación o cita dicha persona chasquearse (FJS.)."
11371,Q,quedarse mosca,pop.,Igual que Quedarse en el molde.
11372,Q,quesudo/da,pop.,Persona cuyos pies despiden mal olor.
11373,Q,quitar de la boca,pop.,Anticiparse a lo que iba a decir otro.
11374,Q,quedar algo en el estómago,pop.,No decir todo lo que se sabe o se siente acerca de algo.
11375,Q,quedarse muerto,pop.,Asombrarse o sorprenderse de una noticia.
